"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"The Perishers","Kate","F","35","Harrell","234.16118","paid","Lansing-East Lansing, MI","633","Pills (Live)","97"
"Train","Layla","F","9","Griffin","239.93424","paid","Lake Havasu City-Kingman, AZ","407","Meet Virginia","24"
"Barry Manilow","Matthew","M","33","Jones","187.48036","paid","Janesville-Beloit, WI","461","Can't Smile Without You","36"
"Mary MacGregor","Matthew","M","34","Jones","218.20036","paid","Janesville-Beloit, WI","461","Torn Between Two Lovers","36"
"Alex Gaudino Feat. Shena","Layla","F","15","Griffin","174.70649","paid","Lake Havasu City-Kingman, AZ","407","Watch Out","24"
"Passion Pit","Layla","F","16","Griffin","174.75873","paid","Lake Havasu City-Kingman, AZ","407","Sleepyhead","24"
"The Academy Is...","Matthew","M","35","Jones","248.45016","paid","Janesville-Beloit, WI","461","Every Burden Has A Version (Bonus Track)","36"
"No Te Va Gustar","Layla","F","17","Griffin","263.36608","paid","Lake Havasu City-Kingman, AZ","407","Al VacÃÂ­o","24"
"Jadakiss","Matthew","M","36","Jones","192.13016","paid","Janesville-Beloit, WI","461","Kiss Of Death","36"
"Coldplay","Layla","F","18","Griffin","268.30322","paid","Lake Havasu City-Kingman, AZ","407","Yellow","24"
"Markus KrunegÃÂ¥rd","Matthew","M","37","Jones","185.5473","paid","Janesville-Beloit, WI","461","Genom tunna tyger","36"
"Expensive Soul","Matthew","M","38","Jones","242.78159","paid","Janesville-Beloit, WI","461","ÃÂ Aqui Que Se Passa Tudo","36"
"Billy Squier","Layla","F","19","Griffin","282.04363","paid","Lake Havasu City-Kingman, AZ","407","Lonely Is The Night","24"
"Eminem","Matthew","M","39","Jones","268.5122","paid","Janesville-Beloit, WI","461","My Name Is","36"
"Bright Eyes","Layla","F","20","Griffin","190.11873","paid","Lake Havasu City-Kingman, AZ","407","Drunk Kid Catholic","24"
"The New Pornographers","Matthew","M","40","Jones","272.71791","paid","Janesville-Beloit, WI","461","Go Places","36"
"Craig David","Layla","F","21","Griffin","255.60771","paid","Lake Havasu City-Kingman, AZ","407","Fast Cars","24"
"The Strokes","Matthew","M","41","Jones","278.64771","paid","Janesville-Beloit, WI","461","On The Other Side","36"
"Andrew Bird","Layla","F","22","Griffin","305.81506","paid","Lake Havasu City-Kingman, AZ","407","How You Gonna Keep 'Em Down On The Farm","24"
"Against Me!","Chloe","F","0","Cuevas","160.67873","paid","San Francisco-Oakland-Hayward, CA","648","Sink_ Florida_ Sink","49"
"Melendi","Matthew","M","42","Jones","218.22649","paid","Janesville-Beloit, WI","461","Quiero Ser Feliz","36"
"Belanova","Layla","F","23","Griffin","205.50485","paid","Lake Havasu City-Kingman, AZ","407","Escena Final","24"
"Xavier Rudd","Chloe","F","1","Cuevas","252.00281","paid","San Francisco-Oakland-Hayward, CA","648","Let Me Be","49"
"Eric Church","Matthew","M","43","Jones","190.64118","paid","Janesville-Beloit, WI","461","Guys Like Me","36"
"Tub Ring","Chloe","F","2","Cuevas","233.69098","paid","San Francisco-Oakland-Hayward, CA","648","Invalid","49"
"Alison Limerick","Matthew","M","44","Jones","416.02567","paid","Janesville-Beloit, WI","461","Where Love Lives (Come On In)","36"
"Godsmack","Chloe","F","3","Cuevas","543.52934","paid","San Francisco-Oakland-Hayward, CA","648","Voodoo","49"
"Erin McKeown","Matthew","M","45","Jones","180.1922","paid","Janesville-Beloit, WI","461","La Petite Mort","36"
"El-P","Matthew","M","46","Jones","289.33179","paid","Janesville-Beloit, WI","461","Poisenville Kids No Wins","36"
"Race Horses","Chloe","F","4","Cuevas","120.73751","paid","San Francisco-Oakland-Hayward, CA","648","No Man's Land","49"
"Juanes","Chloe","F","5","Cuevas","207.20281","paid","San Francisco-Oakland-Hayward, CA","648","Rosario Tijeras","49"
"Coldplay","Matthew","M","47","Jones","200.93342","paid","Janesville-Beloit, WI","461","Cemeteries Of London","36"
"Naast","Chloe","F","6","Cuevas","175.85587","paid","San Francisco-Oakland-Hayward, CA","648","Coeur De Glace","49"
"Nickelback","Matthew","M","48","Jones","238.18404","paid","Janesville-Beloit, WI","461","Far Away (Album Version)","36"
"Cartola","Matthew","M","49","Jones","127.242","paid","Janesville-Beloit, WI","461","Tive Sim","36"
"Cascada","Matthew","M","50","Jones","302.91546","paid","Janesville-Beloit, WI","461","Truly_ Madly_ Deeply","36"
"Rihanna","Jayden","M","0","Fox","208.40444","free","New Orleans-Metairie, LA","665","Te Amo","101"
"Martin O'Donnell And Michael Salvatori","Matthew","M","51","Jones","185.80853","paid","Janesville-Beloit, WI","461","Reclaimer","36"
"Lulu","Matthew","M","52","Jones","131.60444","paid","Janesville-Beloit, WI","461","Where Did You Come From (2002 Digital Remaster)","36"
"Shinedown","Matthew","M","53","Jones","191.05914","paid","Janesville-Beloit, WI","461","Cyanide Sweet Tooth Suicide (Album Version)","36"
"Cage The Elephant","Matthew","M","54","Jones","147.59138","paid","Janesville-Beloit, WI","461","Drones In The Valley","36"
"Interpol","Matthew","M","55","Jones","299.72853","paid","Janesville-Beloit, WI","461","Rest My Chemistry","36"
"Passenger 10","Chloe","F","8","Cuevas","392.75057","paid","San Francisco-Oakland-Hayward, CA","648","Passenger 10","49"
"Relient K","Chloe","F","9","Cuevas","189.04771","paid","San Francisco-Oakland-Hayward, CA","648","I Celebrate The Day (Digital Single)","49"
"Fonseca","Chloe","F","10","Cuevas","228.57098","paid","San Francisco-Oakland-Hayward, CA","648","Te Mando Flores","49"
"Hinder","Chloe","F","11","Cuevas","262.05995","paid","San Francisco-Oakland-Hayward, CA","648","Lips Of An Angel","49"
"Radney Foster","Kaylee","F","0","Summers","288.96608","free","Phoenix-Mesa-Scottsdale, AZ","661","Sweet And Wild","8"
"Tenacious D","Chloe","F","12","Cuevas","37.0673","paid","San Francisco-Oakland-Hayward, CA","648","Destiny","49"
"David Banner / Lil' Flip","Chloe","F","13","Cuevas","258.06322","paid","San Francisco-Oakland-Hayward, CA","648","Like A Pimp","49"
"Battles","Kaylee","F","1","Summers","118.85669","free","Phoenix-Mesa-Scottsdale, AZ","661","Snare Hangar","8"
"Carla Bruni","Chloe","F","14","Cuevas","163.02975","paid","San Francisco-Oakland-Hayward, CA","648","Quelqu'un M'a Dit (Album Version)","49"
"Hootie And The Blowfish","Chloe","F","15","Cuevas","194.58567","paid","San Francisco-Oakland-Hayward, CA","648","I Go Blind (LP Version)","49"
"La Polla Records","Chloe","F","16","Cuevas","69.98159","paid","San Francisco-Oakland-Hayward, CA","648","Lucky Man For You","49"
"Phish","Chloe","F","17","Cuevas","319.29424","paid","San Francisco-Oakland-Hayward, CA","648","Prince Caspian","49"
"Eminem / Nate Dogg","Chloe","F","18","Cuevas","297.9522","paid","San Francisco-Oakland-Hayward, CA","648","'Till I Collapse","49"
"Rise Against","Chloe","F","19","Cuevas","167.65342","paid","San Francisco-Oakland-Hayward, CA","648","But Tonight We Dance","49"
"Jimmy Eat World","Chloe","F","20","Cuevas","166.00771","paid","San Francisco-Oakland-Hayward, CA","648","The Middle","49"
"Josh Rouse","Chloe","F","21","Cuevas","264.25424","paid","San Francisco-Oakland-Hayward, CA","648","Street Lights","49"
"The Prodigy","Chloe","F","22","Cuevas","308.4273","paid","San Francisco-Oakland-Hayward, CA","648","Spitfire (Album Version)","49"
"Timbaland / Keri Hilson / D.O.E.","Chloe","F","23","Cuevas","179.25179","paid","San Francisco-Oakland-Hayward, CA","648","The Way I Are","49"
"Yann Tiersen","Chloe","F","24","Cuevas","55.69261","paid","San Francisco-Oakland-Hayward, CA","648","IV","49"
"Carolina Chocolate Drops","Chloe","F","25","Cuevas","147.46077","paid","San Francisco-Oakland-Hayward, CA","648","Cindy Gal (Album Version)","49"
"Mpiri","Chloe","F","26","Cuevas","269.92281","paid","San Francisco-Oakland-Hayward, CA","648","EG GLEÃÂIST SO HVÃÂRT JÃÂLAKVÃÂLD","49"
"Hollywood Undead","Chloe","F","27","Cuevas","174.2624","paid","San Francisco-Oakland-Hayward, CA","648","Dove And Grenade","49"
"Eminem","Chloe","F","28","Cuevas","248.58077","paid","San Francisco-Oakland-Hayward, CA","648","Just Lose It","49"
"Pearl Jam","Chloe","F","29","Cuevas","179.33016","paid","San Francisco-Oakland-Hayward, CA","648","Let Me Sleep (It's Christmas Time)","49"
"Limp Bizkit","Chloe","F","34","Cuevas","214.5171","paid","San Francisco-Oakland-Hayward, CA","648","Rollin' (Air Raid Vehicle)","49"
"Calogero","Chloe","F","35","Cuevas","264.202","paid","San Francisco-Oakland-Hayward, CA","648","Aussi Libre Que Moi","49"
"HELLYEAH","Chloe","F","36","Cuevas","58.95791","paid","San Francisco-Oakland-Hayward, CA","648","In the Mood","49"
"K'Naan","Chloe","F","37","Cuevas","220.49914","paid","San Francisco-Oakland-Hayward, CA","648","Wavin'  Flag","49"
"Cameo","Sylvie","F","0","Cruz","211.98322","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","577","Word Up!","10"
"Beastie Boys","Chloe","F","38","Cuevas","172.22485","paid","San Francisco-Oakland-Hayward, CA","648","The Maestro","49"
"TrentemÃÂ¸ller","Chloe","F","39","Cuevas","247.562","paid","San Francisco-Oakland-Hayward, CA","648","Miss You","49"
"Eagle Seagull","Chloe","F","40","Cuevas","242.6771","paid","San Francisco-Oakland-Hayward, CA","648","You Can't Call Yourself A Secret","49"
"Luke Bryan","Chloe","F","41","Cuevas","175.17669","paid","San Francisco-Oakland-Hayward, CA","648","Rain Is A Good Thing","49"
"Steve Ouimette","Chloe","F","42","Cuevas","375.06567","paid","San Francisco-Oakland-Hayward, CA","648","The Devil Went Down To Georgia","49"
"Jill Scott","Chloe","F","43","Cuevas","231.52281","paid","San Francisco-Oakland-Hayward, CA","648","Golden","49"
"Edward Sharpe & The Magnetic Zeros","Chloe","F","44","Cuevas","306.31138","paid","San Francisco-Oakland-Hayward, CA","648","Home","49"
"Muse","Chloe","F","45","Cuevas","346.69669","paid","San Francisco-Oakland-Hayward, CA","648","Resistance","49"
"Usher featuring will.i.am","Chloe","F","46","Cuevas","395.72853","paid","San Francisco-Oakland-Hayward, CA","648","OMG","49"
"Nine Inch Nails","Chloe","F","47","Cuevas","254.71955","paid","San Francisco-Oakland-Hayward, CA","648","Gave Up","49"
"Franz Ferdinand","Chloe","F","48","Cuevas","254.79791","paid","San Francisco-Oakland-Hayward, CA","648","This Fire","49"
"America","Chloe","F","49","Cuevas","223.97342","paid","San Francisco-Oakland-Hayward, CA","648","Tin Man (Live)","49"
"Built To Spill","Chloe","F","51","Cuevas","357.642","paid","San Francisco-Oakland-Hayward, CA","648","Some (Album)","49"
"Gorillaz","Chloe","F","52","Cuevas","196.91057","paid","San Francisco-Oakland-Hayward, CA","648","Broken","49"
